Secchi Depth(m),Depth(m),DO(mg/l),Temperature (deg cels),Salinity(ppt),pH,Turbidity(NTU),Phosphate,Ammonium,Nitrate+Nitrite,Chlorophyll-a (ug/l),year,month,day,Julian Year,decimal year,sin(month),cos(month),DIN,N/P,ATemp_mean,ATemp_max,ATemp_min,RH_mean,RH_max,RH_min,BP_mean,BP_max,BP_min,WSpd_mean,WSpd_max,WSpd_min,MaxWSpd_mean,MaxWSpd_max,MaxWSpd_min,Wdir_mean,Wdir_max,Wdir_min,SDWDir_mean,SDWDir_max,SDWDir_min,TotPAR_mean,TotPAR_max,TotPAR_min,TotPrcp_mean,TotPrcp_max,TotPrcp_min,ATemp_mean_1dlag,ATemp_max_1dlag,ATemp_min_1dlag,RH_mean_1dlag,RH_max_1dlag,RH_min_1dlag,BP_mean_1dlag,BP_max_1dlag,BP_min_1dlag,WSpd_mean_1dlag,WSpd_max_1dlag,WSpd_min_1dlag,MaxWSpd_mean_1dlag,MaxWSpd_max_1dlag,MaxWSpd_min_1dlag,Wdir_mean_1dlag,Wdir_max_1dlag,Wdir_min_1dlag,SDWDir_mean_1dlag,SDWDir_max_1dlag,SDWDir_min_1dlag,TotPAR_mean_1dlag,TotPAR_max_1dlag,TotPAR_min_1dlag,TotPrcp_mean_1dlag,TotPrcp_max_1dlag,TotPrcp_min_1dlag,ATemp_mean_2dlag,ATemp_max_2dlag,ATemp_min_2dlag,RH_mean_2dlag,RH_max_2dlag,RH_min_2dlag,BP_mean_2dlag,BP_max_2dlag,BP_min_2dlag,WSpd_mean_2dlag,WSpd_max_2dlag,WSpd_min_2dlag,MaxWSpd_mean_2dlag,MaxWSpd_max_2dlag,MaxWSpd_min_2dlag,Wdir_mean_2dlag,Wdir_max_2dlag,Wdir_min_2dlag,SDWDir_mean_2dlag,SDWDir_max_2dlag,SDWDir_min_2dlag,TotPAR_mean_2dlag,TotPAR_max_2dlag,TotPAR_min_2dlag,TotPrcp_mean_2dlag,TotPrcp_max_2dlag,TotPrcp_min_2dlag,ATemp_mean_3dlag,ATemp_max_3dlag,ATemp_min_3dlag,RH_mean_3dlag,RH_max_3dlag,RH_min_3dlag,BP_mean_3dlag,BP_max_3dlag,BP_min_3dlag,WSpd_mean_3dlag,WSpd_max_3dlag,WSpd_min_3dlag,MaxWSpd_mean_3dlag,MaxWSpd_max_3dlag,MaxWSpd_min_3dlag,Wdir_mean_3dlag,Wdir_max_3dlag,Wdir_min_3dlag,SDWDir_mean_3dlag,SDWDir_max_3dlag,SDWDir_min_3dlag,TotPAR_mean_3dlag,TotPAR_max_3dlag,TotPAR_min_3dlag,TotPrcp_mean_3dlag,TotPrcp_max_3dlag,TotPrcp_min_3dlag,ATemp_mean_4dlag,ATemp_max_4dlag,ATemp_min_4dlag,RH_mean_4dlag,RH_max_4dlag,RH_min_4dlag,BP_mean_4dlag,BP_max_4dlag,BP_min_4dlag,WSpd_mean_4dlag,WSpd_max_4dlag,WSpd_min_4dlag,MaxWSpd_mean_4dlag,MaxWSpd_max_4dlag,MaxWSpd_min_4dlag,Wdir_mean_4dlag,Wdir_max_4dlag,Wdir_min_4dlag,SDWDir_mean_4dlag,SDWDir_max_4dlag,SDWDir_min_4dlag,TotPAR_mean_4dlag,TotPAR_max_4dlag,TotPAR_min_4dlag,TotPrcp_mean_4dlag,TotPrcp_max_4dlag,TotPrcp_min_4dlag,ATemp_mean_5dlag,ATemp_max_5dlag,ATemp_min_5dlag,RH_mean_5dlag,RH_max_5dlag,RH_min_5dlag,BP_mean_5dlag,BP_max_5dlag,BP_min_5dlag,WSpd_mean_5dlag,WSpd_max_5dlag,WSpd_min_5dlag,MaxWSpd_mean_5dlag,MaxWSpd_max_5dlag,MaxWSpd_min_5dlag,Wdir_mean_5dlag,Wdir_max_5dlag,Wdir_min_5dlag,SDWDir_mean_5dlag,SDWDir_max_5dlag,SDWDir_min_5dlag,TotPAR_mean_5dlag,TotPAR_max_5dlag,TotPAR_min_5dlag,TotPrcp_mean_5dlag,TotPrcp_max_5dlag,TotPrcp_min_5dlag,ATemp_mean_6dlag,ATemp_max_6dlag,ATemp_min_6dlag,RH_mean_6dlag,RH_max_6dlag,RH_min_6dlag,BP_mean_6dlag,BP_max_6dlag,BP_min_6dlag,WSpd_mean_6dlag,WSpd_max_6dlag,WSpd_min_6dlag,MaxWSpd_mean_6dlag,MaxWSpd_max_6dlag,MaxWSpd_min_6dlag,Wdir_mean_6dlag,Wdir_max_6dlag,Wdir_min_6dlag,SDWDir_mean_6dlag,SDWDir_max_6dlag,SDWDir_min_6dlag,TotPAR_mean_6dlag,TotPAR_max_6dlag,TotPAR_min_6dlag,TotPrcp_mean_6dlag,TotPrcp_max_6dlag,TotPrcp_min_6dlag,ATemp_mean_7dlag,ATemp_max_7dlag,ATemp_min_7dlag,RH_mean_7dlag,RH_max_7dlag,RH_min_7dlag,BP_mean_7dlag,BP_max_7dlag,BP_min_7dlag,WSpd_mean_7dlag,WSpd_max_7dlag,WSpd_min_7dlag,MaxWSpd_mean_7dlag,MaxWSpd_max_7dlag,MaxWSpd_min_7dlag,Wdir_mean_7dlag,Wdir_max_7dlag,Wdir_min_7dlag,SDWDir_mean_7dlag,SDWDir_max_7dlag,SDWDir_min_7dlag,TotPAR_mean_7dlag,TotPAR_max_7dlag,TotPAR_min_7dlag,TotPrcp_mean_7dlag,TotPrcp_max_7dlag,TotPrcp_min_7dlag
1,2.4,7.2,15.6,25,8.3,6.1,0.002,0.008,0.014,5.8,2007,12,4,2007.922656,2007.916667,-0.5,0.866025404,0.022,11,8.644791667,16.3,2,65.33333333,91,30,1017.479167,1020,1013,2.060416667,4.5,0,3.244791667,6.9,0,168.8333333,360,0,20.85416667,100,0,279.15,1111.5,0,0,0,0,18.58958333,23.4,8.1,75.64583333,102,48,1019.947917,1022,1018,3.2875,6.1,0.2,5.142708333,9.6,0.7,237.9479167,359,0,14.30208333,80,2,204.621875,1267.1,0,0,0,0,18.17916667,22.6,13.8,94.84375,101,81,1023.208333,1026,1022,1.88125,4.2,0.1,2.752083333,5.9,0.4,94.01041667,358,3,14.23958333,87,2,209.5864583,1201.1,0,0,0,0,15.00208333,20.5,10.1,74.01041667,89,44,1024.552083,1027,1023,2.9,5.8,1.1,4.121875,7.3,1.4,63.79166667,353,6,8.708333333,16,3,265.4020833,1106.7,0,0,0,0,17.215625,23.7,12.9,78.5625,101,50,1022.989583,1025,1021,2.08125,3.4,1,3.167708333,6.2,1.4,36.09375,357,2,12.51041667,41,4,279.0291667,1128.8,0,0,0,0,17.61354167,23.4,14.8,90.33333333,101,64,1021.3125,1023,1020,1.660416667,4.1,0.3,2.652083333,6.4,0.7,132,360,0,17.66666667,93,3,220.2135417,1101.7,6.5,0,0,0,13.95833333,20.2,6.4,85.02083333,96,76,1023.052083,1025,1021,2.761458333,5.1,1.2,4.127083333,7.5,1.6,42.73958333,91,9,10.27083333,19,6,216.2354167,1064.6,18.4,0,0,0,13.290625,17.6,8.8,81.61458333,97,59,1022.895833,1025,1020,3.669791667,6.4,1.1,5.735416667,9.5,1.8,149.4375,360,0,13.44791667,24,4,307.1875,1178.9,1.6,0,0,0
1.1,1.9,7.3,15.6,21.9,8.3,5.2,0.002,0.012,0.05,4.7,2007,12,4,2007.922656,2007.916667,-0.5,0.866025404,0.062,31,8.644791667,16.3,2,65.33333333,91,30,1017.479167,1020,1013,2.060416667,4.5,0,3.244791667,6.9,0,168.8333333,360,0,20.85416667,100,0,279.15,1111.5,0,0,0,0,18.58958333,23.4,8.1,75.64583333,102,48,1019.947917,1022,1018,3.2875,6.1,0.2,5.142708333,9.6,0.7,237.9479167,359,0,14.30208333,80,2,204.621875,1267.1,0,0,0,0,18.17916667,22.6,13.8,94.84375,101,81,1023.208333,1026,1022,1.88125,4.2,0.1,2.752083333,5.9,0.4,94.01041667,358,3,14.23958333,87,2,209.5864583,1201.1,0,0,0,0,15.00208333,20.5,10.1,74.01041667,89,44,1024.552083,1027,1023,2.9,5.8,1.1,4.121875,7.3,1.4,63.79166667,353,6,8.708333333,16,3,265.4020833,1106.7,0,0,0,0,17.215625,23.7,12.9,78.5625,101,50,1022.989583,1025,1021,2.08125,3.4,1,3.167708333,6.2,1.4,36.09375,357,2,12.51041667,41,4,279.0291667,1128.8,0,0,0,0,17.61354167,23.4,14.8,90.33333333,101,64,1021.3125,1023,1020,1.660416667,4.1,0.3,2.652083333,6.4,0.7,132,360,0,17.66666667,93,3,220.2135417,1101.7,6.5,0,0,0,13.95833333,20.2,6.4,85.02083333,96,76,1023.052083,1025,1021,2.761458333,5.1,1.2,4.127083333,7.5,1.6,42.73958333,91,9,10.27083333,19,6,216.2354167,1064.6,18.4,0,0,0,13.290625,17.6,8.8,81.61458333,97,59,1022.895833,1025,1020,3.669791667,6.4,1.1,5.735416667,9.5,1.8,149.4375,360,0,13.44791667,24,4,307.1875,1178.9,1.6,0,0,0
0.8,2,6.9,16.4,23.1,8.3,8.5,0.002,0.009,0.003,8.9,2007,12,4,2007.922656,2007.916667,-0.5,0.866025404,0.012,6,8.644791667,16.3,2,65.33333333,91,30,1017.479167,1020,1013,2.060416667,4.5,0,3.244791667,6.9,0,168.8333333,360,0,20.85416667,100,0,279.15,1111.5,0,0,0,0,18.58958333,23.4,8.1,75.64583333,102,48,1019.947917,1022,1018,3.2875,6.1,0.2,5.142708333,9.6,0.7,237.9479167,359,0,14.30208333,80,2,204.621875,1267.1,0,0,0,0,18.17916667,22.6,13.8,94.84375,101,81,1023.208333,1026,1022,1.88125,4.2,0.1,2.752083333,5.9,0.4,94.01041667,358,3,14.23958333,87,2,209.5864583,1201.1,0,0,0,0,15.00208333,20.5,10.1,74.01041667,89,44,1024.552083,1027,1023,2.9,5.8,1.1,4.121875,7.3,1.4,63.79166667,353,6,8.708333333,16,3,265.4020833,1106.7,0,0,0,0,17.215625,23.7,12.9,78.5625,101,50,1022.989583,1025,1021,2.08125,3.4,1,3.167708333,6.2,1.4,36.09375,357,2,12.51041667,41,4,279.0291667,1128.8,0,0,0,0,17.61354167,23.4,14.8,90.33333333,101,64,1021.3125,1023,1020,1.660416667,4.1,0.3,2.652083333,6.4,0.7,132,360,0,17.66666667,93,3,220.2135417,1101.7,6.5,0,0,0,13.95833333,20.2,6.4,85.02083333,96,76,1023.052083,1025,1021,2.761458333,5.1,1.2,4.127083333,7.5,1.6,42.73958333,91,9,10.27083333,19,6,216.2354167,1064.6,18.4,0,0,0,13.290625,17.6,8.8,81.61458333,97,59,1022.895833,1025,1020,3.669791667,6.4,1.1,5.735416667,9.5,1.8,149.4375,360,0,13.44791667,24,4,307.1875,1178.9,1.6,0,0,0
0.8,2,6.9,16.4,23.1,8.3,8.5,0.002,0.008,0.006,10.9,2007,12,4,2007.922656,2007.916667,-0.5,0.866025404,0.014,7,8.644791667,16.3,2,65.33333333,91,30,1017.479167,1020,1013,2.060416667,4.5,0,3.244791667,6.9,0,168.8333333,360,0,20.85416667,100,0,279.15,1111.5,0,0,0,0,18.58958333,23.4,8.1,75.64583333,102,48,1019.947917,1022,1018,3.2875,6.1,0.2,5.142708333,9.6,0.7,237.9479167,359,0,14.30208333,80,2,204.621875,1267.1,0,0,0,0,18.17916667,22.6,13.8,94.84375,101,81,1023.208333,1026,1022,1.88125,4.2,0.1,2.752083333,5.9,0.4,94.01041667,358,3,14.23958333,87,2,209.5864583,1201.1,0,0,0,0,15.00208333,20.5,10.1,74.01041667,89,44,1024.552083,1027,1023,2.9,5.8,1.1,4.121875,7.3,1.4,63.79166667,353,6,8.708333333,16,3,265.4020833,1106.7,0,0,0,0,17.215625,23.7,12.9,78.5625,101,50,1022.989583,1025,1021,2.08125,3.4,1,3.167708333,6.2,1.4,36.09375,357,2,12.51041667,41,4,279.0291667,1128.8,0,0,0,0,17.61354167,23.4,14.8,90.33333333,101,64,1021.3125,1023,1020,1.660416667,4.1,0.3,2.652083333,6.4,0.7,132,360,0,17.66666667,93,3,220.2135417,1101.7,6.5,0,0,0,13.95833333,20.2,6.4,85.02083333,96,76,1023.052083,1025,1021,2.761458333,5.1,1.2,4.127083333,7.5,1.6,42.73958333,91,9,10.27083333,19,6,216.2354167,1064.6,18.4,0,0,0,13.290625,17.6,8.8,81.61458333,97,59,1022.895833,1025,1020,3.669791667,6.4,1.1,5.735416667,9.5,1.8,149.4375,360,0,13.44791667,24,4,307.1875,1178.9,1.6,0,0,0
2.5,6.7,6.5,18.1,34.3,8.3,3.2,0.002,0.03,0.0014,2.2,2007,12,4,2007.922656,2007.916667,-0.5,0.866025404,0.0314,15.7,8.644791667,16.3,2,65.33333333,91,30,1017.479167,1020,1013,2.060416667,4.5,0,3.244791667,6.9,0,168.8333333,360,0,20.85416667,100,0,279.15,1111.5,0,0,0,0,18.58958333,23.4,8.1,75.64583333,102,48,1019.947917,1022,1018,3.2875,6.1,0.2,5.142708333,9.6,0.7,237.9479167,359,0,14.30208333,80,2,204.621875,1267.1,0,0,0,0,18.17916667,22.6,13.8,94.84375,101,81,1023.208333,1026,1022,1.88125,4.2,0.1,2.752083333,5.9,0.4,94.01041667,358,3,14.23958333,87,2,209.5864583,1201.1,0,0,0,0,15.00208333,20.5,10.1,74.01041667,89,44,1024.552083,1027,1023,2.9,5.8,1.1,4.121875,7.3,1.4,63.79166667,353,6,8.708333333,16,3,265.4020833,1106.7,0,0,0,0,17.215625,23.7,12.9,78.5625,101,50,1022.989583,1025,1021,2.08125,3.4,1,3.167708333,6.2,1.4,36.09375,357,2,12.51041667,41,4,279.0291667,1128.8,0,0,0,0,17.61354167,23.4,14.8,90.33333333,101,64,1021.3125,1023,1020,1.660416667,4.1,0.3,2.652083333,6.4,0.7,132,360,0,17.66666667,93,3,220.2135417,1101.7,6.5,0,0,0,13.95833333,20.2,6.4,85.02083333,96,76,1023.052083,1025,1021,2.761458333,5.1,1.2,4.127083333,7.5,1.6,42.73958333,91,9,10.27083333,19,6,216.2354167,1064.6,18.4,0,0,0,13.290625,17.6,8.8,81.61458333,97,59,1022.895833,1025,1020,3.669791667,6.4,1.1,5.735416667,9.5,1.8,149.4375,360,0,13.44791667,24,4,307.1875,1178.9,1.6,0,0,0
0.9,1.5,6.7,16.9,29.8,8.3,7.2,0.002,0.008,0.002,4.7,2007,12,4,2007.922656,2007.916667,-0.5,0.866025404,0.01,5,8.644791667,16.3,2,65.33333333,91,30,1017.479167,1020,1013,2.060416667,4.5,0,3.244791667,6.9,0,168.8333333,360,0,20.85416667,100,0,279.15,1111.5,0,0,0,0,18.58958333,23.4,8.1,75.64583333,102,48,1019.947917,1022,1018,3.2875,6.1,0.2,5.142708333,9.6,0.7,237.9479167,359,0,14.30208333,80,2,204.621875,1267.1,0,0,0,0,18.17916667,22.6,13.8,94.84375,101,81,1023.208333,1026,1022,1.88125,4.2,0.1,2.752083333,5.9,0.4,94.01041667,358,3,14.23958333,87,2,209.5864583,1201.1,0,0,0,0,15.00208333,20.5,10.1,74.01041667,89,44,1024.552083,1027,1023,2.9,5.8,1.1,4.121875,7.3,1.4,63.79166667,353,6,8.708333333,16,3,265.4020833,1106.7,0,0,0,0,17.215625,23.7,12.9,78.5625,101,50,1022.989583,1025,1021,2.08125,3.4,1,3.167708333,6.2,1.4,36.09375,357,2,12.51041667,41,4,279.0291667,1128.8,0,0,0,0,17.61354167,23.4,14.8,90.33333333,101,64,1021.3125,1023,1020,1.660416667,4.1,0.3,2.652083333,6.4,0.7,132,360,0,17.66666667,93,3,220.2135417,1101.7,6.5,0,0,0,13.95833333,20.2,6.4,85.02083333,96,76,1023.052083,1025,1021,2.761458333,5.1,1.2,4.127083333,7.5,1.6,42.73958333,91,9,10.27083333,19,6,216.2354167,1064.6,18.4,0,0,0,13.290625,17.6,8.8,81.61458333,97,59,1022.895833,1025,1020,3.669791667,6.4,1.1,5.735416667,9.5,1.8,149.4375,360,0,13.44791667,24,4,307.1875,1178.9,1.6,0,0,0
1.1,2,6.2,16.5,33.1,8.3,10.3,0.004,0.021,0.012,2.7,2007,12,4,2007.922656,2007.916667,-0.5,0.866025404,0.033,8.25,8.644791667,16.3,2,65.33333333,91,30,1017.479167,1020,1013,2.060416667,4.5,0,3.244791667,6.9,0,168.8333333,360,0,20.85416667,100,0,279.15,1111.5,0,0,0,0,18.58958333,23.4,8.1,75.64583333,102,48,1019.947917,1022,1018,3.2875,6.1,0.2,5.142708333,9.6,0.7,237.9479167,359,0,14.30208333,80,2,204.621875,1267.1,0,0,0,0,18.17916667,22.6,13.8,94.84375,101,81,1023.208333,1026,1022,1.88125,4.2,0.1,2.752083333,5.9,0.4,94.01041667,358,3,14.23958333,87,2,209.5864583,1201.1,0,0,0,0,15.00208333,20.5,10.1,74.01041667,89,44,1024.552083,1027,1023,2.9,5.8,1.1,4.121875,7.3,1.4,63.79166667,353,6,8.708333333,16,3,265.4020833,1106.7,0,0,0,0,17.215625,23.7,12.9,78.5625,101,50,1022.989583,1025,1021,2.08125,3.4,1,3.167708333,6.2,1.4,36.09375,357,2,12.51041667,41,4,279.0291667,1128.8,0,0,0,0,17.61354167,23.4,14.8,90.33333333,101,64,1021.3125,1023,1020,1.660416667,4.1,0.3,2.652083333,6.4,0.7,132,360,0,17.66666667,93,3,220.2135417,1101.7,6.5,0,0,0,13.95833333,20.2,6.4,85.02083333,96,76,1023.052083,1025,1021,2.761458333,5.1,1.2,4.127083333,7.5,1.6,42.73958333,91,9,10.27083333,19,6,216.2354167,1064.6,18.4,0,0,0,13.290625,17.6,8.8,81.61458333,97,59,1022.895833,1025,1020,3.669791667,6.4,1.1,5.735416667,9.5,1.8,149.4375,360,0,13.44791667,24,4,307.1875,1178.9,1.6,0,0,0
1.2,6.4,7,16.9,0.1,7.8,4.2,0.008,0.027,0.364,2.2,2007,12,4,2007.922656,2007.916667,-0.5,0.866025404,0.391,48.875,8.644791667,16.3,2,65.33333333,91,30,1017.479167,1020,1013,2.060416667,4.5,0,3.244791667,6.9,0,168.8333333,360,0,20.85416667,100,0,279.15,1111.5,0,0,0,0,18.58958333,23.4,8.1,75.64583333,102,48,1019.947917,1022,1018,3.2875,6.1,0.2,5.142708333,9.6,0.7,237.9479167,359,0,14.30208333,80,2,204.621875,1267.1,0,0,0,0,18.17916667,22.6,13.8,94.84375,101,81,1023.208333,1026,1022,1.88125,4.2,0.1,2.752083333,5.9,0.4,94.01041667,358,3,14.23958333,87,2,209.5864583,1201.1,0,0,0,0,15.00208333,20.5,10.1,74.01041667,89,44,1024.552083,1027,1023,2.9,5.8,1.1,4.121875,7.3,1.4,63.79166667,353,6,8.708333333,16,3,265.4020833,1106.7,0,0,0,0,17.215625,23.7,12.9,78.5625,101,50,1022.989583,1025,1021,2.08125,3.4,1,3.167708333,6.2,1.4,36.09375,357,2,12.51041667,41,4,279.0291667,1128.8,0,0,0,0,17.61354167,23.4,14.8,90.33333333,101,64,1021.3125,1023,1020,1.660416667,4.1,0.3,2.652083333,6.4,0.7,132,360,0,17.66666667,93,3,220.2135417,1101.7,6.5,0,0,0,13.95833333,20.2,6.4,85.02083333,96,76,1023.052083,1025,1021,2.761458333,5.1,1.2,4.127083333,7.5,1.6,42.73958333,91,9,10.27083333,19,6,216.2354167,1064.6,18.4,0,0,0,13.290625,17.6,8.8,81.61458333,97,59,1022.895833,1025,1020,3.669791667,6.4,1.1,5.735416667,9.5,1.8,149.4375,360,0,13.44791667,24,4,307.1875,1178.9,1.6,0,0,0
1.4,0.9,10.54,9.8,16,8.4,3.6,0.002,0.051,0.103,0.4,2008,1,6,2008.013689,2008,0,1,0.154,77,11.82708333,17.9,7.6,97.91666667,104,83,1025.177083,1027,1024,1.679166667,4.4,0,2.44375,5.9,0,87.39583333,357,0,13.45833333,99,0,284.0052083,1171.3,0,0,0,0,9.607291667,17.1,2.9,82.82291667,100,62,1028.677083,1032,1024,2.420833333,5.6,0.7,3.529166667,7.1,1.1,76.92708333,347,15,10.07291667,27,4,254.2989583,1072.9,0,0,0,0,4.208333333,12.1,-1.9,53.21875,64,40,1036.302083,1040,1033,2.457291667,3.9,0.8,3.782291667,5.9,1.5,92.83333333,359,0,15.9375,84,6,232.840625,1195.8,0,0,0,0,1.044791667,8.1,-4.9,49.3125,68,23,1038.84375,1041,1037,3.153125,4.5,1.1,4.957291667,8.1,1.3,81.65625,359,1,13.44791667,34,7,280.4802083,1137.9,0,0,0,0,1.883333333,4.9,-2,40.65625,61,28,1033.25,1039,1029,4.610416667,7.6,1.6,7.526041667,11.8,2.2,329.1041667,359,0,14.125,21,4,290.7604167,1132.9,0,0,0,0,11.17083333,15.5,3.9,56.73958333,92,26,1024.125,1030,1020,3.840625,7.4,0.4,5.927083333,12,0.8,322.0104167,358,2,14.20833333,58,3,286.246875,1128.2,0,0,0,0,15.71458333,19.2,12.2,74.05208333,99,40,1017.875,1020,1016,2.726041667,5.6,1,4.109375,7.7,1.6,82.875,358,0,10.94791667,24,6,221.1614583,1140.1,0,0,0,0,20.596875,23.6,17.1,98.65625,103,90,1014.708333,1017,1012,3.2875,6.6,0,5.116666667,9.5,0.3,230.2604167,348,176,13.23958333,99,5,176.9489583,917.2,0,0.016666667,1.3,0
1.3,1.3,9.39,11.4,27.8,8.4,6.5,0.002,0.02,0.0062,0.4,2008,1,6,2008.013689,2008,0,1,0.0262,13.1,11.82708333,17.9,7.6,97.91666667,104,83,1025.177083,1027,1024,1.679166667,4.4,0,2.44375,5.9,0,87.39583333,357,0,13.45833333,99,0,284.0052083,1171.3,0,0,0,0,9.607291667,17.1,2.9,82.82291667,100,62,1028.677083,1032,1024,2.420833333,5.6,0.7,3.529166667,7.1,1.1,76.92708333,347,15,10.07291667,27,4,254.2989583,1072.9,0,0,0,0,4.208333333,12.1,-1.9,53.21875,64,40,1036.302083,1040,1033,2.457291667,3.9,0.8,3.782291667,5.9,1.5,92.83333333,359,0,15.9375,84,6,232.840625,1195.8,0,0,0,0,1.044791667,8.1,-4.9,49.3125,68,23,1038.84375,1041,1037,3.153125,4.5,1.1,4.957291667,8.1,1.3,81.65625,359,1,13.44791667,34,7,280.4802083,1137.9,0,0,0,0,1.883333333,4.9,-2,40.65625,61,28,1033.25,1039,1029,4.610416667,7.6,1.6,7.526041667,11.8,2.2,329.1041667,359,0,14.125,21,4,290.7604167,1132.9,0,0,0,0,11.17083333,15.5,3.9,56.73958333,92,26,1024.125,1030,1020,3.840625,7.4,0.4,5.927083333,12,0.8,322.0104167,358,2,14.20833333,58,3,286.246875,1128.2,0,0,0,0,15.71458333,19.2,12.2,74.05208333,99,40,1017.875,1020,1016,2.726041667,5.6,1,4.109375,7.7,1.6,82.875,358,0,10.94791667,24,6,221.1614583,1140.1,0,0,0,0,20.596875,23.6,17.1,98.65625,103,90,1014.708333,1017,1012,3.2875,6.6,0,5.116666667,9.5,0.3,230.2604167,348,176,13.23958333,99,5,176.9489583,917.2,0,0.016666667,1.3,0
0.9,2.2,10.11,10.1,19.2,8.3,6.9,0.002,0.13,0.13,0.9,2008,1,6,2008.013689,2008,0,1,0.26,130,11.82708333,17.9,7.6,97.91666667,104,83,1025.177083,1027,1024,1.679166667,4.4,0,2.44375,5.9,0,87.39583333,357,0,13.45833333,99,0,284.0052083,1171.3,0,0,0,0,9.607291667,17.1,2.9,82.82291667,100,62,1028.677083,1032,1024,2.420833333,5.6,0.7,3.529166667,7.1,1.1,76.92708333,347,15,10.07291667,27,4,254.2989583,1072.9,0,0,0,0,4.208333333,12.1,-1.9,53.21875,64,40,1036.302083,1040,1033,2.457291667,3.9,0.8,3.782291667,5.9,1.5,92.83333333,359,0,15.9375,84,6,232.840625,1195.8,0,0,0,0,1.044791667,8.1,-4.9,49.3125,68,23,1038.84375,1041,1037,3.153125,4.5,1.1,4.957291667,8.1,1.3,81.65625,359,1,13.44791667,34,7,280.4802083,1137.9,0,0,0,0,1.883333333,4.9,-2,40.65625,61,28,1033.25,1039,1029,4.610416667,7.6,1.6,7.526041667,11.8,2.2,329.1041667,359,0,14.125,21,4,290.7604167,1132.9,0,0,0,0,11.17083333,15.5,3.9,56.73958333,92,26,1024.125,1030,1020,3.840625,7.4,0.4,5.927083333,12,0.8,322.0104167,358,2,14.20833333,58,3,286.246875,1128.2,0,0,0,0,15.71458333,19.2,12.2,74.05208333,99,40,1017.875,1020,1016,2.726041667,5.6,1,4.109375,7.7,1.6,82.875,358,0,10.94791667,24,6,221.1614583,1140.1,0,0,0,0,20.596875,23.6,17.1,98.65625,103,90,1014.708333,1017,1012,3.2875,6.6,0,5.116666667,9.5,0.3,230.2604167,348,176,13.23958333,99,5,176.9489583,917.2,0,0.016666667,1.3,0
1.4,2,11.2,11.2,16.8,8.4,5.1,0.002,0.012,0.047,0.4,2008,1,6,2008.013689,2008,0,1,0.059,29.5,11.82708333,17.9,7.6,97.91666667,104,83,1025.177083,1027,1024,1.679166667,4.4,0,2.44375,5.9,0,87.39583333,357,0,13.45833333,99,0,284.0052083,1171.3,0,0,0,0,9.607291667,17.1,2.9,82.82291667,100,62,1028.677083,1032,1024,2.420833333,5.6,0.7,3.529166667,7.1,1.1,76.92708333,347,15,10.07291667,27,4,254.2989583,1072.9,0,0,0,0,4.208333333,12.1,-1.9,53.21875,64,40,1036.302083,1040,1033,2.457291667,3.9,0.8,3.782291667,5.9,1.5,92.83333333,359,0,15.9375,84,6,232.840625,1195.8,0,0,0,0,1.044791667,8.1,-4.9,49.3125,68,23,1038.84375,1041,1037,3.153125,4.5,1.1,4.957291667,8.1,1.3,81.65625,359,1,13.44791667,34,7,280.4802083,1137.9,0,0,0,0,1.883333333,4.9,-2,40.65625,61,28,1033.25,1039,1029,4.610416667,7.6,1.6,7.526041667,11.8,2.2,329.1041667,359,0,14.125,21,4,290.7604167,1132.9,0,0,0,0,11.17083333,15.5,3.9,56.73958333,92,26,1024.125,1030,1020,3.840625,7.4,0.4,5.927083333,12,0.8,322.0104167,358,2,14.20833333,58,3,286.246875,1128.2,0,0,0,0,15.71458333,19.2,12.2,74.05208333,99,40,1017.875,1020,1016,2.726041667,5.6,1,4.109375,7.7,1.6,82.875,358,0,10.94791667,24,6,221.1614583,1140.1,0,0,0,0,20.596875,23.6,17.1,98.65625,103,90,1014.708333,1017,1012,3.2875,6.6,0,5.116666667,9.5,0.3,230.2604167,348,176,13.23958333,99,5,176.9489583,917.2,0,0.016666667,1.3,0
