Secchi Depth(m),Depth(m),DO(mg/l),Temperature (deg cels),Salinity(ppt),pH,Turbidity(NTU),Phosphate,Ammonium,Nitrate+Nitrite,Chlorophyll-a (ug/l),year,month,day,Julian Year,decimal year,sin(month),cos(month),DIN,N/P,ATemp_mean,ATemp_max,ATemp_min,RH_mean,RH_max,RH_min,BP_mean,BP_max,BP_min,WSpd_mean,WSpd_max,WSpd_min,MaxWSpd_mean,MaxWSpd_max,MaxWSpd_min,Wdir_mean,Wdir_max,Wdir_min,SDWDir_mean,SDWDir_max,SDWDir_min,TotPAR_mean,TotPAR_max,TotPAR_min,TotPrcp_mean,TotPrcp_max,TotPrcp_min,ATemp_mean_1dlag,ATemp_max_1dlag,ATemp_min_1dlag,RH_mean_1dlag,RH_max_1dlag,RH_min_1dlag,BP_mean_1dlag,BP_max_1dlag,BP_min_1dlag,WSpd_mean_1dlag,WSpd_max_1dlag,WSpd_min_1dlag,MaxWSpd_mean_1dlag,MaxWSpd_max_1dlag,MaxWSpd_min_1dlag,Wdir_mean_1dlag,Wdir_max_1dlag,Wdir_min_1dlag,SDWDir_mean_1dlag,SDWDir_max_1dlag,SDWDir_min_1dlag,TotPAR_mean_1dlag,TotPAR_max_1dlag,TotPAR_min_1dlag,TotPrcp_mean_1dlag,TotPrcp_max_1dlag,TotPrcp_min_1dlag,ATemp_mean_2dlag,ATemp_max_2dlag,ATemp_min_2dlag,RH_mean_2dlag,RH_max_2dlag,RH_min_2dlag,BP_mean_2dlag,BP_max_2dlag,BP_min_2dlag,WSpd_mean_2dlag,WSpd_max_2dlag,WSpd_min_2dlag,MaxWSpd_mean_2dlag,MaxWSpd_max_2dlag,MaxWSpd_min_2dlag,Wdir_mean_2dlag,Wdir_max_2dlag,Wdir_min_2dlag,SDWDir_mean_2dlag,SDWDir_max_2dlag,SDWDir_min_2dlag,TotPAR_mean_2dlag,TotPAR_max_2dlag,TotPAR_min_2dlag,TotPrcp_mean_2dlag,TotPrcp_max_2dlag,TotPrcp_min_2dlag,ATemp_mean_3dlag,ATemp_max_3dlag,ATemp_min_3dlag,RH_mean_3dlag,RH_max_3dlag,RH_min_3dlag,BP_mean_3dlag,BP_max_3dlag,BP_min_3dlag,WSpd_mean_3dlag,WSpd_max_3dlag,WSpd_min_3dlag,MaxWSpd_mean_3dlag,MaxWSpd_max_3dlag,MaxWSpd_min_3dlag,Wdir_mean_3dlag,Wdir_max_3dlag,Wdir_min_3dlag,SDWDir_mean_3dlag,SDWDir_max_3dlag,SDWDir_min_3dlag,TotPAR_mean_3dlag,TotPAR_max_3dlag,TotPAR_min_3dlag,TotPrcp_mean_3dlag,TotPrcp_max_3dlag,TotPrcp_min_3dlag,ATemp_mean_4dlag,ATemp_max_4dlag,ATemp_min_4dlag,RH_mean_4dlag,RH_max_4dlag,RH_min_4dlag,BP_mean_4dlag,BP_max_4dlag,BP_min_4dlag,WSpd_mean_4dlag,WSpd_max_4dlag,WSpd_min_4dlag,MaxWSpd_mean_4dlag,MaxWSpd_max_4dlag,MaxWSpd_min_4dlag,Wdir_mean_4dlag,Wdir_max_4dlag,Wdir_min_4dlag,SDWDir_mean_4dlag,SDWDir_max_4dlag,SDWDir_min_4dlag,TotPAR_mean_4dlag,TotPAR_max_4dlag,TotPAR_min_4dlag,TotPrcp_mean_4dlag,TotPrcp_max_4dlag,TotPrcp_min_4dlag,ATemp_mean_5dlag,ATemp_max_5dlag,ATemp_min_5dlag,RH_mean_5dlag,RH_max_5dlag,RH_min_5dlag,BP_mean_5dlag,BP_max_5dlag,BP_min_5dlag,WSpd_mean_5dlag,WSpd_max_5dlag,WSpd_min_5dlag,MaxWSpd_mean_5dlag,MaxWSpd_max_5dlag,MaxWSpd_min_5dlag,Wdir_mean_5dlag,Wdir_max_5dlag,Wdir_min_5dlag,SDWDir_mean_5dlag,SDWDir_max_5dlag,SDWDir_min_5dlag,TotPAR_mean_5dlag,TotPAR_max_5dlag,TotPAR_min_5dlag,TotPrcp_mean_5dlag,TotPrcp_max_5dlag,TotPrcp_min_5dlag,ATemp_mean_6dlag,ATemp_max_6dlag,ATemp_min_6dlag,RH_mean_6dlag,RH_max_6dlag,RH_min_6dlag,BP_mean_6dlag,BP_max_6dlag,BP_min_6dlag,WSpd_mean_6dlag,WSpd_max_6dlag,WSpd_min_6dlag,MaxWSpd_mean_6dlag,MaxWSpd_max_6dlag,MaxWSpd_min_6dlag,Wdir_mean_6dlag,Wdir_max_6dlag,Wdir_min_6dlag,SDWDir_mean_6dlag,SDWDir_max_6dlag,SDWDir_min_6dlag,TotPAR_mean_6dlag,TotPAR_max_6dlag,TotPAR_min_6dlag,TotPrcp_mean_6dlag,TotPrcp_max_6dlag,TotPrcp_min_6dlag,ATemp_mean_7dlag,ATemp_max_7dlag,ATemp_min_7dlag,RH_mean_7dlag,RH_max_7dlag,RH_min_7dlag,BP_mean_7dlag,BP_max_7dlag,BP_min_7dlag,WSpd_mean_7dlag,WSpd_max_7dlag,WSpd_min_7dlag,MaxWSpd_mean_7dlag,MaxWSpd_max_7dlag,MaxWSpd_min_7dlag,Wdir_mean_7dlag,Wdir_max_7dlag,Wdir_min_7dlag,SDWDir_mean_7dlag,SDWDir_max_7dlag,SDWDir_min_7dlag,TotPAR_mean_7dlag,TotPAR_max_7dlag,TotPAR_min_7dlag,TotPrcp_mean_7dlag,TotPrcp_max_7dlag,TotPrcp_min_7dlag
0.4,1.4,7.4,19,1.3,8.4,31.6,0.015,0.063,0.209,1.6,2009,4,15,2009.284736,2009.25,1,6.12E-17,0.272,18.13333333,14.96145833,21.3,9.6,71.01041667,90,51,1016.697917,1018,1015,3.364583333,6.5,0.5,5.065625,8.4,1.8,281.3229167,358,1,13.88541667,72,4,579.0291667,1808.6,1.5,0,0,0,20.01770833,24.2,14.7,79.46875,96,51,1010.375,1015,1008,4.421875,7.4,0.6,6.778125,11.3,1.9,246.1145833,353,31,13.61458333,82,7,461.2447917,1827.5,3.5,0.011458333,0.5,0,20.04166667,22.5,17.1,91.20833333,99,84,1013.583333,1016,1011,5.089583333,10.4,1.1,7.647916667,19.5,2.5,140.21875,358,2,14.75,94,6,179.359375,1357.9,1.9,0.665625,13,0,19.05416667,23.1,13.7,75.5,94,60,1017.28125,1020,1014,4.119791667,7.3,1.7,5.952083333,10.5,2.5,116.5833333,357,10,10,14,6,549.8916667,1762.5,1.3,0,0,0,21.65104167,27.1,17.1,79.39583333,98,55,1016.614583,1018,1015,3.075,6.2,0.5,4.683333333,9.3,1.2,253.3020833,356,1,14.48958333,82,6,433.7635417,1843.4,0.7,0,0,0,20.67604167,23.2,18.6,85.02083333,98,74,1016.625,1019,1015,4.132291667,6.4,2.6,6.095833333,9.1,3.6,186.90625,243,168,10.27083333,21,8,421.5927083,1769.6,2.9,0,0,0,18.77291667,22.2,15,73.34375,84,59,1017.354167,1019,1016,3.328125,5.7,0.2,4.679166667,8,0.5,219.9895833,282,142,10.73958333,41,1,525.965625,1766.4,1.5,0,0,0,12.56458333,17.4,4.8,68.57291667,100,30,1019.177083,1022,1016,3.333333333,7.2,0.7,4.790625,9.5,0.8,189.6875,360,2,11.23958333,58,0,552.2791667,1745.5,1,0,0,0
0.4,2,7.07,18.4,0.5,8.3,39.1,0.018,0.049,0.193,2.4,2009,4,15,2009.284736,2009.25,1,6.12E-17,0.242,13.44444444,14.96145833,21.3,9.6,71.01041667,90,51,1016.697917,1018,1015,3.364583333,6.5,0.5,5.065625,8.4,1.8,281.3229167,358,1,13.88541667,72,4,579.0291667,1808.6,1.5,0,0,0,20.01770833,24.2,14.7,79.46875,96,51,1010.375,1015,1008,4.421875,7.4,0.6,6.778125,11.3,1.9,246.1145833,353,31,13.61458333,82,7,461.2447917,1827.5,3.5,0.011458333,0.5,0,20.04166667,22.5,17.1,91.20833333,99,84,1013.583333,1016,1011,5.089583333,10.4,1.1,7.647916667,19.5,2.5,140.21875,358,2,14.75,94,6,179.359375,1357.9,1.9,0.665625,13,0,19.05416667,23.1,13.7,75.5,94,60,1017.28125,1020,1014,4.119791667,7.3,1.7,5.952083333,10.5,2.5,116.5833333,357,10,10,14,6,549.8916667,1762.5,1.3,0,0,0,21.65104167,27.1,17.1,79.39583333,98,55,1016.614583,1018,1015,3.075,6.2,0.5,4.683333333,9.3,1.2,253.3020833,356,1,14.48958333,82,6,433.7635417,1843.4,0.7,0,0,0,20.67604167,23.2,18.6,85.02083333,98,74,1016.625,1019,1015,4.132291667,6.4,2.6,6.095833333,9.1,3.6,186.90625,243,168,10.27083333,21,8,421.5927083,1769.6,2.9,0,0,0,18.77291667,22.2,15,73.34375,84,59,1017.354167,1019,1016,3.328125,5.7,0.2,4.679166667,8,0.5,219.9895833,282,142,10.73958333,41,1,525.965625,1766.4,1.5,0,0,0,12.56458333,17.4,4.8,68.57291667,100,30,1019.177083,1022,1016,3.333333333,7.2,0.7,4.790625,9.5,0.8,189.6875,360,2,11.23958333,58,0,552.2791667,1745.5,1,0,0,0
0.4,5,5.93,19,0,6.8,32.2,0.017,0.037,0.021,1.3,2009,4,15,2009.284736,2009.25,1,6.12E-17,0.058,3.411764706,14.96145833,21.3,9.6,71.01041667,90,51,1016.697917,1018,1015,3.364583333,6.5,0.5,5.065625,8.4,1.8,281.3229167,358,1,13.88541667,72,4,579.0291667,1808.6,1.5,0,0,0,20.01770833,24.2,14.7,79.46875,96,51,1010.375,1015,1008,4.421875,7.4,0.6,6.778125,11.3,1.9,246.1145833,353,31,13.61458333,82,7,461.2447917,1827.5,3.5,0.011458333,0.5,0,20.04166667,22.5,17.1,91.20833333,99,84,1013.583333,1016,1011,5.089583333,10.4,1.1,7.647916667,19.5,2.5,140.21875,358,2,14.75,94,6,179.359375,1357.9,1.9,0.665625,13,0,19.05416667,23.1,13.7,75.5,94,60,1017.28125,1020,1014,4.119791667,7.3,1.7,5.952083333,10.5,2.5,116.5833333,357,10,10,14,6,549.8916667,1762.5,1.3,0,0,0,21.65104167,27.1,17.1,79.39583333,98,55,1016.614583,1018,1015,3.075,6.2,0.5,4.683333333,9.3,1.2,253.3020833,356,1,14.48958333,82,6,433.7635417,1843.4,0.7,0,0,0,20.67604167,23.2,18.6,85.02083333,98,74,1016.625,1019,1015,4.132291667,6.4,2.6,6.095833333,9.1,3.6,186.90625,243,168,10.27083333,21,8,421.5927083,1769.6,2.9,0,0,0,18.77291667,22.2,15,73.34375,84,59,1017.354167,1019,1016,3.328125,5.7,0.2,4.679166667,8,0.5,219.9895833,282,142,10.73958333,41,1,525.965625,1766.4,1.5,0,0,0,12.56458333,17.4,4.8,68.57291667,100,30,1019.177083,1022,1016,3.333333333,7.2,0.7,4.790625,9.5,0.8,189.6875,360,2,11.23958333,58,0,552.2791667,1745.5,1,0,0,0
0.6,1.3,3.5,26,29.2,8.2,13.7,0.001,0.022,0.004,8,2009,5,5,2009.339493,2009.333333,0.866025404,-0.5,0.026,26,24.31041667,26.9,21.8,86.8125,96,74,1017.09375,1019,1016,3.823958333,6.7,0,5.242708333,8.6,0.2,222.25,340,37,14.6875,100,6,537.33125,1833.6,15.8,0,0,0,24.04166667,25.7,23.1,87.9375,93,81,1016.21875,1019,1014,3.863541667,5.9,2.6,5.630208333,9.1,3.8,198.7708333,233,168,10.5625,16,7,252.209375,961.6,12.5,0,0,0,23.9,26.5,22.1,82.25,92,70,1016.46875,1017,1016,4.330208333,6.5,2.6,6.3375,11.4,3.8,196.4895833,249,174,10.64583333,15,8,514.4104167,1827.7,3,0,0,0,22.778125,26.1,18.6,84.02083333,98,68,1018.583333,1021,1016,3.115625,5,0.6,4.320833333,6.8,1,197.1875,357,6,10.42708333,21,4,572.875,1820.5,3.5,0,0,0,22.64895833,26.8,16.2,80.63541667,99,49,1021.770833,1023,1020,2.690625,4.5,0.1,3.890625,6,0.7,183.8541667,359,10,13.07291667,81,2,546.0760417,1908.4,2.2,0,0,0,22.0875,25,18.1,79.71875,97,66,1022.947917,1025,1022,3.822916667,7.1,0.3,5.595833333,10.7,0.6,146.9479167,349,5,12.8125,60,3,542.5302083,1745.1,6.7,0,0,0,22.23125,24.8,18.3,76.65625,93,61,1023.760417,1025,1022,3.070833333,5.4,0.2,4.45625,8,0.9,150.5208333,344,5,11.6875,79,5,582.0864583,1816.3,1.5,0,0,0,22.45104167,24.9,18.2,71.9375,85,53,1025.635417,1028,1024,3.846875,6.1,0.9,5.633333333,9.3,1.3,140.84375,360,1,11.22916667,28,4,556.4052083,1891.7,0,0,0,0
0.5,2.3,3.2,25.3,23.4,8.2,20,0.001,0.078,0.042,10,2009,5,5,2009.339493,2009.333333,0.866025404,-0.5,0.12,120,24.31041667,26.9,21.8,86.8125,96,74,1017.09375,1019,1016,3.823958333,6.7,0,5.242708333,8.6,0.2,222.25,340,37,14.6875,100,6,537.33125,1833.6,15.8,0,0,0,24.04166667,25.7,23.1,87.9375,93,81,1016.21875,1019,1014,3.863541667,5.9,2.6,5.630208333,9.1,3.8,198.7708333,233,168,10.5625,16,7,252.209375,961.6,12.5,0,0,0,23.9,26.5,22.1,82.25,92,70,1016.46875,1017,1016,4.330208333,6.5,2.6,6.3375,11.4,3.8,196.4895833,249,174,10.64583333,15,8,514.4104167,1827.7,3,0,0,0,22.778125,26.1,18.6,84.02083333,98,68,1018.583333,1021,1016,3.115625,5,0.6,4.320833333,6.8,1,197.1875,357,6,10.42708333,21,4,572.875,1820.5,3.5,0,0,0,22.64895833,26.8,16.2,80.63541667,99,49,1021.770833,1023,1020,2.690625,4.5,0.1,3.890625,6,0.7,183.8541667,359,10,13.07291667,81,2,546.0760417,1908.4,2.2,0,0,0,22.0875,25,18.1,79.71875,97,66,1022.947917,1025,1022,3.822916667,7.1,0.3,5.595833333,10.7,0.6,146.9479167,349,5,12.8125,60,3,542.5302083,1745.1,6.7,0,0,0,22.23125,24.8,18.3,76.65625,93,61,1023.760417,1025,1022,3.070833333,5.4,0.2,4.45625,8,0.9,150.5208333,344,5,11.6875,79,5,582.0864583,1816.3,1.5,0,0,0,22.45104167,24.9,18.2,71.9375,85,53,1025.635417,1028,1024,3.846875,6.1,0.9,5.633333333,9.3,1.3,140.84375,360,1,11.22916667,28,4,556.4052083,1891.7,0,0,0,0
0.4,1.9,4.3,25.7,3.6,8.2,27,0.001,0.023,0.475,15.9,2009,5,5,2009.339493,2009.333333,0.866025404,-0.5,0.498,498,24.31041667,26.9,21.8,86.8125,96,74,1017.09375,1019,1016,3.823958333,6.7,0,5.242708333,8.6,0.2,222.25,340,37,14.6875,100,6,537.33125,1833.6,15.8,0,0,0,24.04166667,25.7,23.1,87.9375,93,81,1016.21875,1019,1014,3.863541667,5.9,2.6,5.630208333,9.1,3.8,198.7708333,233,168,10.5625,16,7,252.209375,961.6,12.5,0,0,0,23.9,26.5,22.1,82.25,92,70,1016.46875,1017,1016,4.330208333,6.5,2.6,6.3375,11.4,3.8,196.4895833,249,174,10.64583333,15,8,514.4104167,1827.7,3,0,0,0,22.778125,26.1,18.6,84.02083333,98,68,1018.583333,1021,1016,3.115625,5,0.6,4.320833333,6.8,1,197.1875,357,6,10.42708333,21,4,572.875,1820.5,3.5,0,0,0,22.64895833,26.8,16.2,80.63541667,99,49,1021.770833,1023,1020,2.690625,4.5,0.1,3.890625,6,0.7,183.8541667,359,10,13.07291667,81,2,546.0760417,1908.4,2.2,0,0,0,22.0875,25,18.1,79.71875,97,66,1022.947917,1025,1022,3.822916667,7.1,0.3,5.595833333,10.7,0.6,146.9479167,349,5,12.8125,60,3,542.5302083,1745.1,6.7,0,0,0,22.23125,24.8,18.3,76.65625,93,61,1023.760417,1025,1022,3.070833333,5.4,0.2,4.45625,8,0.9,150.5208333,344,5,11.6875,79,5,582.0864583,1816.3,1.5,0,0,0,22.45104167,24.9,18.2,71.9375,85,53,1025.635417,1028,1024,3.846875,6.1,0.9,5.633333333,9.3,1.3,140.84375,360,1,11.22916667,28,4,556.4052083,1891.7,0,0,0,0
0.3,1.9,4.6,26.6,0.5,8.2,48.1,0.003,0.0193,0.2,31.5,2009,5,5,2009.339493,2009.333333,0.866025404,-0.5,0.2193,73.1,24.31041667,26.9,21.8,86.8125,96,74,1017.09375,1019,1016,3.823958333,6.7,0,5.242708333,8.6,0.2,222.25,340,37,14.6875,100,6,537.33125,1833.6,15.8,0,0,0,24.04166667,25.7,23.1,87.9375,93,81,1016.21875,1019,1014,3.863541667,5.9,2.6,5.630208333,9.1,3.8,198.7708333,233,168,10.5625,16,7,252.209375,961.6,12.5,0,0,0,23.9,26.5,22.1,82.25,92,70,1016.46875,1017,1016,4.330208333,6.5,2.6,6.3375,11.4,3.8,196.4895833,249,174,10.64583333,15,8,514.4104167,1827.7,3,0,0,0,22.778125,26.1,18.6,84.02083333,98,68,1018.583333,1021,1016,3.115625,5,0.6,4.320833333,6.8,1,197.1875,357,6,10.42708333,21,4,572.875,1820.5,3.5,0,0,0,22.64895833,26.8,16.2,80.63541667,99,49,1021.770833,1023,1020,2.690625,4.5,0.1,3.890625,6,0.7,183.8541667,359,10,13.07291667,81,2,546.0760417,1908.4,2.2,0,0,0,22.0875,25,18.1,79.71875,97,66,1022.947917,1025,1022,3.822916667,7.1,0.3,5.595833333,10.7,0.6,146.9479167,349,5,12.8125,60,3,542.5302083,1745.1,6.7,0,0,0,22.23125,24.8,18.3,76.65625,93,61,1023.760417,1025,1022,3.070833333,5.4,0.2,4.45625,8,0.9,150.5208333,344,5,11.6875,79,5,582.0864583,1816.3,1.5,0,0,0,22.45104167,24.9,18.2,71.9375,85,53,1025.635417,1028,1024,3.846875,6.1,0.9,5.633333333,9.3,1.3,140.84375,360,1,11.22916667,28,4,556.4052083,1891.7,0,0,0,0
0.3,1.9,4.6,26.6,0.5,8.2,48.1,0.003,0.031,0.155,29,2009,5,5,2009.339493,2009.333333,0.866025404,-0.5,0.186,62,24.31041667,26.9,21.8,86.8125,96,74,1017.09375,1019,1016,3.823958333,6.7,0,5.242708333,8.6,0.2,222.25,340,37,14.6875,100,6,537.33125,1833.6,15.8,0,0,0,24.04166667,25.7,23.1,87.9375,93,81,1016.21875,1019,1014,3.863541667,5.9,2.6,5.630208333,9.1,3.8,198.7708333,233,168,10.5625,16,7,252.209375,961.6,12.5,0,0,0,23.9,26.5,22.1,82.25,92,70,1016.46875,1017,1016,4.330208333,6.5,2.6,6.3375,11.4,3.8,196.4895833,249,174,10.64583333,15,8,514.4104167,1827.7,3,0,0,0,22.778125,26.1,18.6,84.02083333,98,68,1018.583333,1021,1016,3.115625,5,0.6,4.320833333,6.8,1,197.1875,357,6,10.42708333,21,4,572.875,1820.5,3.5,0,0,0,22.64895833,26.8,16.2,80.63541667,99,49,1021.770833,1023,1020,2.690625,4.5,0.1,3.890625,6,0.7,183.8541667,359,10,13.07291667,81,2,546.0760417,1908.4,2.2,0,0,0,22.0875,25,18.1,79.71875,97,66,1022.947917,1025,1022,3.822916667,7.1,0.3,5.595833333,10.7,0.6,146.9479167,349,5,12.8125,60,3,542.5302083,1745.1,6.7,0,0,0,22.23125,24.8,18.3,76.65625,93,61,1023.760417,1025,1022,3.070833333,5.4,0.2,4.45625,8,0.9,150.5208333,344,5,11.6875,79,5,582.0864583,1816.3,1.5,0,0,0,22.45104167,24.9,18.2,71.9375,85,53,1025.635417,1028,1024,3.846875,6.1,0.9,5.633333333,9.3,1.3,140.84375,360,1,11.22916667,28,4,556.4052083,1891.7,0,0,0,0
0.5,4.1,3.2,24.6,32,8.2,14.3,0.001,0.0193,0.006,6.7,2009,5,5,2009.339493,2009.333333,0.866025404,-0.5,0.0253,25.3,24.31041667,26.9,21.8,86.8125,96,74,1017.09375,1019,1016,3.823958333,6.7,0,5.242708333,8.6,0.2,222.25,340,37,14.6875,100,6,537.33125,1833.6,15.8,0,0,0,24.04166667,25.7,23.1,87.9375,93,81,1016.21875,1019,1014,3.863541667,5.9,2.6,5.630208333,9.1,3.8,198.7708333,233,168,10.5625,16,7,252.209375,961.6,12.5,0,0,0,23.9,26.5,22.1,82.25,92,70,1016.46875,1017,1016,4.330208333,6.5,2.6,6.3375,11.4,3.8,196.4895833,249,174,10.64583333,15,8,514.4104167,1827.7,3,0,0,0,22.778125,26.1,18.6,84.02083333,98,68,1018.583333,1021,1016,3.115625,5,0.6,4.320833333,6.8,1,197.1875,357,6,10.42708333,21,4,572.875,1820.5,3.5,0,0,0,22.64895833,26.8,16.2,80.63541667,99,49,1021.770833,1023,1020,2.690625,4.5,0.1,3.890625,6,0.7,183.8541667,359,10,13.07291667,81,2,546.0760417,1908.4,2.2,0,0,0,22.0875,25,18.1,79.71875,97,66,1022.947917,1025,1022,3.822916667,7.1,0.3,5.595833333,10.7,0.6,146.9479167,349,5,12.8125,60,3,542.5302083,1745.1,6.7,0,0,0,22.23125,24.8,18.3,76.65625,93,61,1023.760417,1025,1022,3.070833333,5.4,0.2,4.45625,8,0.9,150.5208333,344,5,11.6875,79,5,582.0864583,1816.3,1.5,0,0,0,22.45104167,24.9,18.2,71.9375,85,53,1025.635417,1028,1024,3.846875,6.1,0.9,5.633333333,9.3,1.3,140.84375,360,1,11.22916667,28,4,556.4052083,1891.7,0,0,0,0
0.7,1.5,3,26.6,23.6,8,11.2,0.001,0.0193,0.008,4.2,2009,5,5,2009.339493,2009.333333,0.866025404,-0.5,0.0273,27.3,24.31041667,26.9,21.8,86.8125,96,74,1017.09375,1019,1016,3.823958333,6.7,0,5.242708333,8.6,0.2,222.25,340,37,14.6875,100,6,537.33125,1833.6,15.8,0,0,0,24.04166667,25.7,23.1,87.9375,93,81,1016.21875,1019,1014,3.863541667,5.9,2.6,5.630208333,9.1,3.8,198.7708333,233,168,10.5625,16,7,252.209375,961.6,12.5,0,0,0,23.9,26.5,22.1,82.25,92,70,1016.46875,1017,1016,4.330208333,6.5,2.6,6.3375,11.4,3.8,196.4895833,249,174,10.64583333,15,8,514.4104167,1827.7,3,0,0,0,22.778125,26.1,18.6,84.02083333,98,68,1018.583333,1021,1016,3.115625,5,0.6,4.320833333,6.8,1,197.1875,357,6,10.42708333,21,4,572.875,1820.5,3.5,0,0,0,22.64895833,26.8,16.2,80.63541667,99,49,1021.770833,1023,1020,2.690625,4.5,0.1,3.890625,6,0.7,183.8541667,359,10,13.07291667,81,2,546.0760417,1908.4,2.2,0,0,0,22.0875,25,18.1,79.71875,97,66,1022.947917,1025,1022,3.822916667,7.1,0.3,5.595833333,10.7,0.6,146.9479167,349,5,12.8125,60,3,542.5302083,1745.1,6.7,0,0,0,22.23125,24.8,18.3,76.65625,93,61,1023.760417,1025,1022,3.070833333,5.4,0.2,4.45625,8,0.9,150.5208333,344,5,11.6875,79,5,582.0864583,1816.3,1.5,0,0,0,22.45104167,24.9,18.2,71.9375,85,53,1025.635417,1028,1024,3.846875,6.1,0.9,5.633333333,9.3,1.3,140.84375,360,1,11.22916667,28,4,556.4052083,1891.7,0,0,0,0
0.7,2.2,3.7,26.2,9.7,8.1,19.6,0.003,0.063,0.193,9.4,2009,5,5,2009.339493,2009.333333,0.866025404,-0.5,0.256,85.33333333,24.31041667,26.9,21.8,86.8125,96,74,1017.09375,1019,1016,3.823958333,6.7,0,5.242708333,8.6,0.2,222.25,340,37,14.6875,100,6,537.33125,1833.6,15.8,0,0,0,24.04166667,25.7,23.1,87.9375,93,81,1016.21875,1019,1014,3.863541667,5.9,2.6,5.630208333,9.1,3.8,198.7708333,233,168,10.5625,16,7,252.209375,961.6,12.5,0,0,0,23.9,26.5,22.1,82.25,92,70,1016.46875,1017,1016,4.330208333,6.5,2.6,6.3375,11.4,3.8,196.4895833,249,174,10.64583333,15,8,514.4104167,1827.7,3,0,0,0,22.778125,26.1,18.6,84.02083333,98,68,1018.583333,1021,1016,3.115625,5,0.6,4.320833333,6.8,1,197.1875,357,6,10.42708333,21,4,572.875,1820.5,3.5,0,0,0,22.64895833,26.8,16.2,80.63541667,99,49,1021.770833,1023,1020,2.690625,4.5,0.1,3.890625,6,0.7,183.8541667,359,10,13.07291667,81,2,546.0760417,1908.4,2.2,0,0,0,22.0875,25,18.1,79.71875,97,66,1022.947917,1025,1022,3.822916667,7.1,0.3,5.595833333,10.7,0.6,146.9479167,349,5,12.8125,60,3,542.5302083,1745.1,6.7,0,0,0,22.23125,24.8,18.3,76.65625,93,61,1023.760417,1025,1022,3.070833333,5.4,0.2,4.45625,8,0.9,150.5208333,344,5,11.6875,79,5,582.0864583,1816.3,1.5,0,0,0,22.45104167,24.9,18.2,71.9375,85,53,1025.635417,1028,1024,3.846875,6.1,0.9,5.633333333,9.3,1.3,140.84375,360,1,11.22916667,28,4,556.4052083,1891.7,0,0,0,0
0.8,5.5,3.1,25.2,0.1,7.7,16.6,0.011,0.053,0.516,3.1,2009,5,5,2009.339493,2009.333333,0.866025404,-0.5,0.569,51.72727273,24.31041667,26.9,21.8,86.8125,96,74,1017.09375,1019,1016,3.823958333,6.7,0,5.242708333,8.6,0.2,222.25,340,37,14.6875,100,6,537.33125,1833.6,15.8,0,0,0,24.04166667,25.7,23.1,87.9375,93,81,1016.21875,1019,1014,3.863541667,5.9,2.6,5.630208333,9.1,3.8,198.7708333,233,168,10.5625,16,7,252.209375,961.6,12.5,0,0,0,23.9,26.5,22.1,82.25,92,70,1016.46875,1017,1016,4.330208333,6.5,2.6,6.3375,11.4,3.8,196.4895833,249,174,10.64583333,15,8,514.4104167,1827.7,3,0,0,0,22.778125,26.1,18.6,84.02083333,98,68,1018.583333,1021,1016,3.115625,5,0.6,4.320833333,6.8,1,197.1875,357,6,10.42708333,21,4,572.875,1820.5,3.5,0,0,0,22.64895833,26.8,16.2,80.63541667,99,49,1021.770833,1023,1020,2.690625,4.5,0.1,3.890625,6,0.7,183.8541667,359,10,13.07291667,81,2,546.0760417,1908.4,2.2,0,0,0,22.0875,25,18.1,79.71875,97,66,1022.947917,1025,1022,3.822916667,7.1,0.3,5.595833333,10.7,0.6,146.9479167,349,5,12.8125,60,3,542.5302083,1745.1,6.7,0,0,0,22.23125,24.8,18.3,76.65625,93,61,1023.760417,1025,1022,3.070833333,5.4,0.2,4.45625,8,0.9,150.5208333,344,5,11.6875,79,5,582.0864583,1816.3,1.5,0,0,0,22.45104167,24.9,18.2,71.9375,85,53,1025.635417,1028,1024,3.846875,6.1,0.9,5.633333333,9.3,1.3,140.84375,360,1,11.22916667,28,4,556.4052083,1891.7,0,0,0,0
